,CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,Name,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
1385,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40718,2022-09-23,SCC_40718 - 2022-09-23,FIELD WORK,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-09-26 13:18:09.237,P,QuoteNo,SCC_31092,1386,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1386,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_40717,2022-09-21,SCC_40717 - 2022-09-21,LIQUID,NET 30,Nofield,0.0,0.0,1428.32,1428.32,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,2022-09-26 13:18:11.633,P,QuoteNo,SCC_31093,1387,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1387,Silent-Aire USA Inc.,Silent-Aire,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_40716,2022-09-23,SCC_40716 - 2022-09-23,BLAST,NET 30,Nofield,0.0,0.0,4528.0,4528.0,Balance Due,SCC_5025,SCC_5025,Silent-Aire USA Inc.,2022-09-26 13:18:28.050,P,QuoteNo,SCC_31094,1388,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1388,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40715,2022-09-23,SCC_40715 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,2174.54,2065.81,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-09-26 13:18:58.887,U,QuoteNo,SCC_31095,1389,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1389,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40714,2022-09-23,SCC_40714 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,10000.0,,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2022-09-26 13:19:16.180,U,QuoteNo,SCC_31096,1390,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1390,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40713,2022-09-23,SCC_40713 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,1742.12,1742.12,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-09-26 13:19:31.983,P,QuoteNo,SCC_31097,1391,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1391,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40712,2022-09-23,SCC_40712 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,12755.0,12755.0,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-09-26 13:19:48.300,P,QuoteNo,SCC_31098,1392,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1392,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40711,2022-09-23,SCC_40711 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,2569.86,2441.37,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-09-26 13:20:01.903,U,QuoteNo,SCC_31099,1393,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1393,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40710,2022-09-23,SCC_40710 - 2022-09-23,LIQUID,NET 30,Nofield,0.0,0.0,898.32,853.4,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-09-26 13:20:17.210,U,QuoteNo,SCC_31100,1394,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1394,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_40729,2022-09-30,SCC_40729 - 2022-09-30,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5000.0,5000.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2022-10-04 09:11:16.810,P,QuoteNo,SCC_31101,1395,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1395,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40728,2022-09-30,SCC_40728 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,3000.0,2850.0,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2022-10-04 09:11:37.193,U,QuoteNo,SCC_31102,1396,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1396,Alderfer Designs,ALDERFER DESIGNS,14815 S 14th Place,,Phoenix,AZ,85048,SCC_40727,2022-09-30,SCC_40727 - 2022-09-30,BLAST,NET 30,Nofield,0.0,0.0,250.0,,Balance Due,SCC_4975,SCC_4975,Alderfer Designs,2022-10-04 09:12:00.553,U,QuoteNo,SCC_31103,1397,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1397,Simflo Pump,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_40726,2022-09-30,SCC_40726 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,3325.0,3325.0,Balance Due,SCC_4962,SCC_4962,Simflo Pump,2022-10-04 09:12:02.727,P,QuoteNo,SCC_31104,1398,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1398,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40725,2022-09-30,SCC_40725 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,12396.6,12396.6,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-10-04 09:12:15.517,P,QuoteNo,SCC_31105,1399,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1399,S & H Steel Co,S&H Steel,"620 W Commerce Ave, Gilbert AZ",,Gilbet,AZ,85233,SCC_40724,2022-09-30,SCC_40724 - 2022-09-30,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5000.0,5000.0,Balance Due,SCC_5039,SCC_5039,S & H Steel Co,2022-10-04 09:12:25.137,P,QuoteNo,SCC_31106,1400,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1400,D & L Fabricating,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_40723,2022-09-29,SCC_40723 - 2022-09-29,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1025.0,1025.0,Balance Due,SCC_5040,SCC_5040,D & L Fabricating,2022-10-04 09:12:46.607,P,QuoteNo,SCC_31107,1401,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1401,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40722,2022-09-30,SCC_40722 - 2022-09-30,FIELD WORK,NET 45,Nofield,0.0,0.0,4400.0,4400.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-10-04 09:12:59.110,P,QuoteNo,SCC_31108,1402,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1402,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40721,2022-09-30,SCC_40721 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,3208.25,3047.84,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-04 09:13:01.050,U,QuoteNo,SCC_31109,1403,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1403,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40720,2022-09-30,SCC_40720 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,1959.78,1861.79,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-04 09:13:11.953,U,QuoteNo,SCC_31110,1404,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1404,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40719,2022-09-30,SCC_40719 - 2022-09-30,LIQUID,NET 30,Nofield,0.0,0.0,2143.87,2036.68,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-06 15:20:16.633,U,QuoteNo,SCC_31112,1405,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-15
1405,S & H Steel Co,S&H Steel,"620 W Commerce Ave, Gilbert AZ",,Gilbet,AZ,85233,SCC_40731,2022-10-07,SCC_40731 - 2022-10-07,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,7000.0,7000.0,Balance Due,SCC_5039,SCC_5039,S & H Steel Co,2022-10-10 15:28:24.830,P,QuoteNo,SCC_31113,1406,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1406,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_40730,2022-10-07,SCC_40730 - 2022-10-07,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5000.0,5000.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2022-10-10 15:28:45.563,P,QuoteNo,SCC_31114,1407,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1407,Buesing Corp,Buesing Corp,3045 S. 7th St.,,Phoenix,AZ,85040,SCC_40739,2022-10-07,SCC_40739 - 2022-10-07,LIQUID,NET 30,Nofield,0.0,0.0,1250.0,1250.0,Balance Due,SCC_5030,SCC_5030,Buesing Corp,2022-10-10 15:29:00.307,P,QuoteNo,SCC_31115,1408,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1408,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40738,2022-10-07,SCC_40738 - 2022-10-07,FIELD WORK,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-10-10 15:29:30.727,P,QuoteNo,SCC_31116,1409,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1409,D & L Fabricating,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_40737,2022-10-06,SCC_40737 - 2022-10-06,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1890.0,1890.0,Balance Due,SCC_5040,SCC_5040,D & L Fabricating,2022-10-10 15:29:34.280,P,QuoteNo,SCC_31117,1410,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1410,Silent-Aire USA Inc.,Silent-Aire,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_40736,2022-10-06,SCC_40736 - 2022-10-06,BLAST,NET 30,Nofield,0.0,0.0,4425.0,4425.0,Balance Due,SCC_5025,SCC_5025,Silent-Aire USA Inc.,2022-10-10 15:29:52.653,P,QuoteNo,SCC_31118,1411,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1411,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40735,2022-10-06,SCC_40735 - 2022-10-06,LIQUID,NET 30,Nofield,0.0,0.0,5269.14,5269.14,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-10 15:31:06.063,P,QuoteNo,SCC_31119,1412,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1412,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40734,2022-10-06,SCC_40734 - 2022-10-06,LIQUID,NET 30,Nofield,0.0,0.0,3091.26,2936.7,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-10 15:31:57.410,U,QuoteNo,SCC_31120,1413,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1413,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40733,2022-10-07,SCC_40733 - 2022-10-07,LIQUID,NET 30,Nofield,0.0,0.0,4232.92,4021.27,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-10 15:32:01.447,U,QuoteNo,SCC_31121,1414,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1414,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40732,2022-10-06,SCC_40732 - 2022-10-06,LIQUID,NET 30,Nofield,0.0,0.0,3392.75,3223.11,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-10 15:32:14.473,U,QuoteNo,SCC_31122,1415,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1415,S & H Steel Co,S&H Steel,"620 W Commerce Ave, Gilbert AZ",,Gilbet,AZ,85233,SCC_40747,2022-10-14,SCC_40747 - 2022-10-14,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1833.77,1833.77,Balance Due,SCC_5039,SCC_5039,S & H Steel Co,2022-10-17 12:40:43.723,P,QuoteNo,SCC_31123,1416,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1416,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40746,2022-10-14,SCC_40746 - 2022-10-14,FIELD WORK,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-10-17 12:41:35.220,P,QuoteNo,SCC_31124,1417,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1417,Diamond Iron LLC,Diamond Iron LLC,6527 W Northview Ave,,Glendale,AZ,85303,SCC_40745,2022-10-11,SCC_40745 - 2022-10-11,BLAST,DUE ON RECEI,Nofield,0.0,0.0,850.0,850.0,Balance Due,SCC_5041,SCC_5041,Diamond Iron LLC,2022-10-17 12:41:41.913,P,QuoteNo,SCC_31125,1418,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1418,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40744,2022-10-14,SCC_40744 - 2022-10-14,LIQUID,NET 30,Nofield,0.0,0.0,4685.29,4451.03,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-17 12:42:12.050,U,QuoteNo,SCC_31126,1419,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1419,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40743,2022-10-14,SCC_40743 - 2022-10-14,LIQUID,NET 30,Nofield,0.0,0.0,6471.28,6147.72,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-17 12:42:26.683,U,QuoteNo,SCC_31127,1420,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1420,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_40742,2022-10-14,SCC_40742 - 2022-10-14,LIQUID,NET 30,Nofield,0.0,0.0,2185.0,2185.0,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,2022-10-17 12:42:41.533,P,QuoteNo,SCC_31128,1421,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1421,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40741,2022-10-14,SCC_40741 - 2022-10-14,LIQUID,NET 30,Nofield,0.0,0.0,7000.0,6650.0,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2022-10-17 12:42:44.767,U,QuoteNo,SCC_31129,1422,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1422,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40740,2022-10-14,SCC_40740 - 2022-10-14,FIELD WORK,DUE ON RECEI,Nofield,0.0,0.0,8168.0,7759.599999999999,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2022-10-17 12:42:57.887,U,QuoteNo,SCC_31130,1423,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1423,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_40755,2022-10-21,SCC_40755 - 2022-10-21,LIQUID,NET 30,Nofield,0.0,0.0,2000.0,2000.0,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,2022-10-24 14:31:50.187,P,QuoteNo,SCC_31131,1424,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1424,"Copperstate Construction Services, Inc.","Copperstate Construction Services, Inc.",1908 N. Rosemont,,Mesa,AZ,85205,SCC_40754,2022-10-21,SCC_40754 - 2022-10-21,LIQUID,NET 30,Nofield,0.0,0.0,3744.0,3744.0,Balance Due,SCC_4901,SCC_4901,"Copperstate Construction Services, Inc.",2022-10-24 14:32:06.230,P,QuoteNo,SCC_31132,1425,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1425,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40753,2022-10-21,SCC_40753 - 2022-10-21,LIQUID,NET 30,Nofield,0.0,0.0,7569.76,7191.27,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-24 14:32:34.587,U,QuoteNo,SCC_31133,1426,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1426,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40752,2022-10-21,SCC_40752 - 2022-10-21,LIQUID,NET 30,Nofield,0.0,0.0,4520.88,4294.84,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-24 14:33:12.427,U,QuoteNo,SCC_31134,1427,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1427,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40751,2022-10-21,SCC_40751 - 2022-10-21,LIQUID,NET 30,Nofield,0.0,0.0,5113.36,,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-10-24 14:33:32.210,U,QuoteNo,SCC_31135,1428,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1428,Simflo Pump,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_40749,2022-10-17,SCC_40749 - 2022-10-17,LIQUID,NET 30,Nofield,0.0,0.0,528.0,528.0,Balance Due,SCC_4962,SCC_4962,Simflo Pump,2022-10-24 14:33:52.007,P,QuoteNo,SCC_31137,1429,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1429,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40748,2022-10-18,SCC_40748 - 2022-10-18,LIQUID,NET 30,Nofield,0.0,0.0,432.0,432.0,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-10-24 14:34:05.560,P,QuoteNo,SCC_31138,1430,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1430,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40750,2022-10-21,SCC_40750 - 2022-10-21,FIELD WORK,DUE ON RECEI,Nofield,0.0,0.0,4877.5,4633.62,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2022-10-28 12:10:31.687,U,QuoteNo,SCC_31139,1431,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1431,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_40766,2022-10-27,SCC_40766 - 2022-10-27,LIQUID,NET 30,Nofield,0.0,0.0,2463.62,2463.62,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,2022-11-01 15:47:43.297,P,QuoteNo,SCC_31140,1432,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1432,D & L Fabricating,D & L Fabricating,1422 South 21st Drive Dr,,Phoenix,AZ,85009,SCC_40765,2022-10-28,SCC_40765 - 2022-10-28,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,803.76,803.76,Balance Due,SCC_5040,SCC_5040,D & L Fabricating,2022-11-01 15:48:31.720,P,QuoteNo,SCC_31141,1433,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1433,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_40764,2022-10-28,SCC_40764 - 2022-10-28,BLAST,DUE ON RECEI,Nofield,0.0,0.0,3350.0,3350.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2022-11-01 15:48:51.290,P,QuoteNo,SCC_31142,1434,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1434,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40763,2022-10-28,SCC_40763 - 2022-10-28,LIQUID,NET 30,Nofield,0.0,0.0,1513.0,1513.0,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-11-01 15:49:04.737,P,QuoteNo,SCC_31143,1435,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1435,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40762,2022-10-28,SCC_40762 - 2022-10-28,LIQUID,NET 30,Nofield,0.0,0.0,5000.0,5000.0,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-11-01 15:49:31.760,P,QuoteNo,SCC_31144,1436,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1436,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_40761,2022-10-28,SCC_40761 - 2022-10-28,LIQUID,NET 30,Nofield,0.0,0.0,8000.0,8000.0,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,2022-11-01 15:49:34.137,P,QuoteNo,SCC_31145,1437,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1437,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_40760,2022-10-27,SCC_40760 - 2022-10-27,LIQUID,NET 30,Nofield,0.0,0.0,4303.76,,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,2022-11-01 15:50:01.807,U,QuoteNo,SCC_31146,1438,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1438,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40759,2022-10-28,SCC_40759 - 2022-10-28,FIELD WORK,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-11-01 15:50:17.847,P,QuoteNo,SCC_31147,1439,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1439,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40758,2022-10-28,SCC_40758 - 2022-10-28,FIELD WORK,DUE ON RECEI,Nofield,0.0,0.0,3820.48,3629.48,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2022-11-01 15:50:20.297,U,QuoteNo,SCC_31148,1440,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1440,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_40757,2022-10-28,SCC_40757 - 2022-10-28,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5000.0,5000.0,Balance Due,SCC_4916,SCC_4916,DESERT COATING SOLUTION LLC,2022-11-01 15:55:57.957,P,QuoteNo,SCC_31149,1441,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1441,Hunter Contracting Co,Hunter Contracting Co,701 N Cooper Rd,,Gilbert,AZ,85233,SCC_40756,2022-10-28,SCC_40756 - 2022-10-28,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,9520.0,8568.0,Balance Due,SCC_5015,SCC_5015,Hunter Contracting Co,2022-11-01 15:56:18.867,U,QuoteNo,SCC_31150,1442,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-03-06
1442,InProduction,InProduction,599 S. Litchfield Road,,Goodyear,AZ,85338,SCC_40773,2022-11-04,SCC_40773 - 2022-11-04,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1000.0,1000.0,Balance Due,SCC_5042,SCC_5042,InProduction,2022-11-07 14:31:39.197,P,QuoteNo,SCC_31151,1443,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-03-01
1443,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40772,2022-11-04,SCC_40772 - 2022-11-04,FIELD WORK,DUE ON RECEI,Nofield,0.0,0.0,520.0,494.0,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2022-11-07 14:31:52.883,U,QuoteNo,SCC_31152,1444,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-27
1444,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40771,2022-11-04,SCC_40771 - 2022-11-04,FIELD WORK,NET 45,Nofield,0.0,0.0,1864.7,1864.7,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2022-11-07 14:32:22.673,P,QuoteNo,SCC_31153,1445,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1445,Hunter Contracting Co,Hunter Contracting Co,701 N Cooper Rd,,Gilbert,AZ,85233,SCC_40770,2022-11-04,SCC_40770 - 2022-11-04,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,5950.0,5355.0,Balance Due,SCC_5015,SCC_5015,Hunter Contracting Co,2022-11-07 14:32:25.357,U,QuoteNo,SCC_31154,1446,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1446,Castle Steel,Castle Steel,3828 N 35th Ave,,Phoenix,AZ,85017,SCC_40769,2022-11-04,SCC_40769 - 2022-11-04,LIQUID,NET 30,Nofield,0.0,0.0,385.0,385.0,Balance Due,SCC_4891,SCC_4891,Castle Steel,2022-11-07 14:32:46.137,P,QuoteNo,SCC_31155,1447,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
1447,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_40768,2022-11-04,SCC_40768 - 2022-11-04,LIQUID,NET 30,Nofield,0.0,0.0,10176.25,10176.25,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,2022-11-07 14:33:02.307,P,QuoteNo,SCC_31156,1448,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2023-02-10
