Error,﻿CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIMNIA3:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40500,3/18/2022,LIQUID,NET 30,Nofield,0,0,4897.2,4897.2,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,51:12.9,P,QuoteNo,30882
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIMNIA3:Account__c --,MMI Industrial & Steel,MILLING MACHINE (MMI),1042 S. Lewis,NULL,Mesa,AZ,85210,40499,3/18/2022,LIQUID,NET 30,Nofield,0,0,4373.65,4373.65,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,51:30.8,P,QuoteNo,30883
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJWhIAN, current value is 001Dn00000PjJNeIAN:Account__c --,Allied Machine Works,Allied Machine Works,1468 S. 1st Avenue,NULL,Thatcher,AZ,85552,40498,3/18/2022,LIQUID,DUE ON RECEI,Nofield,0,0,2040.3,2040.3,Balance Due,SCC_5026,SCC_5026,Allied Machine Works,51:55.0,P,QuoteNo,30884
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHeDIAV:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40508,3/25/2022,LIQUID,NET 30,Nofield,0,0,18569,18569,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,16:10.3,P,QuoteNo,30885
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJWYIA3, current value is 001Dn00000PjIMNIA3:Account__c --,Hunter Contracting Co,Hunter Contracting Co,701 N Cooper RD,NULL,Gilbert,AZ,85233,40507,3/25/2022,FIELD WORK,DUE ON RECEI,Nofield,0,0,7846,7061.4,Balance Due,SCC_5015,SCC_5015,Hunter Contracting Co,16:31.4,U,QuoteNo,30886
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHiqIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40506,3/25/2022,LIQUID,NET 30,Nofield,0,0,21120,21120,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,17:24.1,P,QuoteNo,30887
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHiqIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40505,3/25/2022,LIQUID,NET 30,Nofield,0,0,3452,3452,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,17:41.3,P,QuoteNo,30888
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIlAIAV:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40513,4/1/2022,LIQUID,NET 30,Nofield,0,0,3624,3624,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,19:48.5,P,QuoteNo,30889
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjICpIAN:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40512,4/1/2022,FIELD WORK,NET 45,Nofield,0,0,2200,2200,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,20:16.1,P,QuoteNo,30890
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjICpIAN:Account__c --,Schuff Steel Company,Schuff Steel,3003 N Central Ave  Suite1500,NULL,Phoenix,AZ,85012,40511,4/1/2022,LIQUID,NET 30,Nofield,0,0,6350,6350,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,20:22.4,P,QuoteNo,30891
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjICpIAN:Account__c --,Capitol Engineering Co.,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40510,4/1/2022,LIQUID,NET 30,Nofield,0,0,15000,15000,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,20:40.3,P,QuoteNo,30892
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40509,4/1/2022,LIQUID,NET 30,Nofield,0,0,27369,27369,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,20:55.0,P,QuoteNo,30893
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIxhIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40518,4/8/2022,FIELD WORK,NET 45,Nofield,0,0,2063,2063,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,49:46.6,P,QuoteNo,30894
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIU5IAN:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40517,4/1/2022,FIELD WORK,NET 45,Nofield,0,0,2200,2200,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,50:16.1,P,QuoteNo,30895
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjI70IAF:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40516,4/8/2022,LIQUID,NET 30,Nofield,0,0,6112,6112,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,50:23.5,P,QuoteNo,30896
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUsIAN, current value is 001Dn00000PjJJUIA3:Account__c --,Schuff Steel Company,Schuff Steel,3003 N Central Ave  Suite1500,NULL,Phoenix,AZ,85012,40515,4/8/2022,LIQUID,NET 30,Nofield,0,0,20045,20045,Balance Due,SCC_4907,SCC_4907,Schuff Steel Company,52:50.4,P,QuoteNo,30897
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjI6yIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40514,4/8/2022,LIQUID,NET 30,Nofield,0,0,17663,17663,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,54:18.2,P,QuoteNo,30898
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIiOIAV:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40522,4/15/2022,FIELD WORK,NET 45,Nofield,0,0,2200,2200,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,15:10.0,P,QuoteNo,30899
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIMQIA3:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40521,4/15/2022,LIQUID,NET 30,Nofield,0,0,12824,12824,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,17:58.3,P,QuoteNo,30900
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjHiqIAF:Account__c --,Capitol Engineering Co.,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40520,4/15/2022,LIQUID,NET 30,Nofield,0,0,15000,15000,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,18:23.5,P,QuoteNo,30901
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHjzIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40519,4/15/2022,LIQUID,NET 30,Nofield,0,0,23082,23082,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,18:40.1,P,QuoteNo,30902
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjIfpIAF:Account__c --,GrayWolf Industrial,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,NULL,Mesa,AZ,85215,40460CR,4/21/2022,LIQUID,NET 30,Nofield,0,0,-7212.8,-7212.8,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,37:11.2,P,QuoteNo,30903
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJW4IAN, current value is 001Dn00000PjJNeIAN:Account__c --,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,NULL,Phoenix,AZ,85040,40531,4/22/2022,FIELD WORK,DUE ON RECEI,Nofield,0,0,3953,3755.35,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,05:21.2,U,QuoteNo,30904
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIkRIAV:Account__c --,Capitol Engineering Co.,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,NULL,Phoenix,AZ,85034,40529,4/22/2022,LIQUID,NET 30,Nofield,0,0,3039.6,3039.6,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,06:04.9,P,QuoteNo,30905
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIVyIAN:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40530,4/18/2022,LIQUID,NET 30,Nofield,0,0,500,500,Balance Due,SCC_4890,SCC_4890,Currier Construction,08:19.5,P,QuoteNo,30906
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIKcIAN:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40528,4/19/2022,LIQUID,NET 30,Nofield,0,0,600,600,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,08:35.4,P,QuoteNo,30907
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjI34IAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40527,4/22/2022,FIELD WORK,NET 45,Nofield,0,0,4087.4,4087.4,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,09:18.1,P,QuoteNo,30908
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIkeIAF:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40526,4/22/2022,LIQUID,NET 30,Nofield,0,0,3600,3600,Balance Due,SCC_4890,SCC_4890,Currier Construction,09:22.5,P,QuoteNo,30909
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVsIAN, current value is 001Dn00000PjI1ZIAV:Account__c --,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,NULL,Phoenix,AZ,85034,40525,4/19/2022,LIQUID,NET 30,Nofield,0,0,1212.5,1212.5,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,09:47.9,P,QuoteNo,30910
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUxIAN, current value is 001Dn00000PjIU3IAN:Account__c --,Alstate Steel,Alstate Steel,5343 Mohave Street,NULL,Phoenix,AZ,85043,40524,4/22/2022,LIQUID,NET 30,Nofield,0,0,1475,1475,Balance Due,SCC_4912,SCC_4912,Alstate Steel,10:04.9,P,QuoteNo,30911
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjICpIAN:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40523,4/22/2022,LIQUID,NET 30,Nofield,0,0,1400,1400,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,10:24.4,P,QuoteNo,30912
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIU3IAN:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40537,4/30/2022,LIQUID,NET 30,Nofield,0,0,650,650,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,10:00.5,P,QuoteNo,30913
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIkxIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40536,4/29/2022,FIELD WORK,NET 45,Nofield,0,0,2200,2200,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,10:49.4,P,QuoteNo,30914
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIo3IAF:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40535,4/27/2022,LIQUID,NET 30,Nofield,0,0,1975,1777.5,Balance Due,SCC_4890,SCC_4890,Currier Construction,10:57.1,U,QuoteNo,30915
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIkTIAV:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40534,4/29/2022,LIQUID,NET 30,Nofield,0,0,6567,6567,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,11:32.1,P,QuoteNo,30916
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIfpIAF:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40533,4/29/2022,LIQUID,NET 30,Nofield,0,0,1054.39,1054.39,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,11:53.8,P,QuoteNo,30917
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVsIAN, current value is 001Dn00000PjIfpIAF:Account__c --,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,NULL,Phoenix,AZ,85034,40532,4/28/2022,LIQUID,NET 30,Nofield,0,0,1518,1518,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,12:13.7,P,QuoteNo,30918
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIfpIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40538,4/29/2022,LIQUID,NET 30,Nofield,0,0,7267,7267,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,19:34.4,P,QuoteNo,30919
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIRlIAN:Account__c --,"Copperstate Construction Services, Inc.","Copperstate Construction Services, Inc.",1908 N. Rosemont,NULL,Mesa,AZ,85205,40539,4/29/2022,LIQUID,NET 30,Nofield,0,0,1800,1800,Balance Due,SCC_4901,SCC_4901,"Copperstate Construction Services, Inc.",29:03.2,P,QuoteNo,30920
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJW4IAN, current value is 001Dn00000PjIdhIAF:Account__c --,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,NULL,Phoenix,AZ,85040,40540,4/29/2022,FIELD WORK,DUE ON RECEI,Nofield,0,0,5000,4750,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,38:16.5,U,QuoteNo,30921
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJW4IAN, current value is 001Dn00000PjHjrIAF:Account__c --,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,NULL,Phoenix,AZ,85040,40546,5/6/2022,FIELD WORK,DUE ON RECEI,Nofield,0,0,7000,6650,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,31:29.0,U,QuoteNo,30922
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJWoIAN, current value is 001Dn00000PjIfpIAF:Account__c --,"5D Mining & Construction, Inc","5D Mining & Construction, Inc",2059 Pioneer Hills Rd.,NULL,Globe,AZ,85501,40545,5/6/2022,LIQUID,NET 30,Nofield,0,0,550,550,Balance Due,SCC_5033,SCC_5033,"5D Mining & Construction, Inc",33:51.2,P,QuoteNo,30923
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIfpIAF:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40544,5/6/2022,FIELD WORK,NET 45,Nofield,0,0,1677.5,1677.5,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,34:19.8,P,QuoteNo,30924
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIfpIAF:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40543,5/6/2022,LIQUID,NET 30,Nofield,0,0,2043.34,2043.34,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,34:23.8,P,QuoteNo,30925
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIHeIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.,NULL,Phoenix,AZ,85040,40542,5/6/2022,BLAST,NET 30,Nofield,0,0,5005,5005,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,34:37.7,P,QuoteNo,30926
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHfoIAF:Account__c --,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,NULL,Mesa,AZ,85210,40541,5/6/2022,LIQUID,NET 30,Nofield,0,0,600,600,Balance Due,SCC_4898,SCC_4898,MMI Industrial & Steel,34:51.4,P,QuoteNo,30927
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjJMhIAN:Account__c --,Currier Construction,Currier,36N 56th st,NULL,Phoenix,AZ,85034,40551,5/11/2022,FIELD WORK,NET 30,Nofield,0,0,4000,4000,Balance Due,SCC_4890,SCC_4890,Currier Construction,02:47.1,P,QuoteNo,30928
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJWnIAN, current value is 001Dn00000PjHdyIAF:Account__c --,SRE Environmental,SRE Environmental,3230 East Broadway Rd,NULL,Phoenix,AZ,85040,40550,5/13/2022,LIQUID,DUE ON RECEI,Nofield,0,0,9000,9000,Balance Due,SCC_5032,SCC_5032,SRE Environmental,03:42.8,P,QuoteNo,30929
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40549,5/13/2022,FIELD WORK,NET 45,Nofield,0,0,1210,1210,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,04:31.1,P,QuoteNo,30930
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjJO3IAN:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40548,5/13/2022,LIQUID,NET 30,Nofield,0,0,4000,4000,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,04:38.7,P,QuoteNo,30931
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIDrIAN:Account__c --,Capitol Engineering Co.,Capitol Engineering Co.,724 E Southern Pacific Dr,NULL,Phoenix,AZ,85035,40547,5/13/2022,LIQUID,NET 30,Nofield,0,0,2000,2000,Balance Due,SCC_4900,SCC_4900,Capitol Engineering Co.,05:23.2,P,QuoteNo,30932
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJW4IAN, current value is 001Dn00000PjIDrIAN:Account__c --,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,NULL,Phoenix,AZ,85040,40552,5/13/2022,FIELD WORK,DUE ON RECEI,Nofield,0,0,5000,4750,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,10:04.6,U,QuoteNo,30933
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJViIAN, current value is 001Dn00000PjIDrIAN:Account__c --,Simflo Pump,Simflo Pump,754 E Maley St,NULL,Willcox,AZ,85643,40556,5/20/2022,LIQUID,NET 30,Nofield,0,0,1300,1300,Balance Due,SCC_4962,SCC_4962,Simflo Pump,46:33.1,P,QuoteNo,30934
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVnIAN, current value is 001Dn00000PjIDrIAN:Account__c --,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,NULL,Tempe,AZ,85282,40555,5/20/2022,FIELD WORK,NET 45,Nofield,0,0,2200,2200,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,48:19.4,P,QuoteNo,30935
